,Visitor,Browser
11071,1634536423278394608,YaBrowser
11072,148988667703259543,Chrome
11073,7719210420198128847,Safari
11074,791942298751703566,Chrome
11075,61181739796414057,Safari
11076,966826050587579121,Safari
11077,9663154432978888153,Safari
11078,4891521943036461441,Safari
11079,3658776222479676579,Safari
11080,5127578775234158936,Safari
11081,518359787667417835,Chrome
11082,6808117636204332550,Safari
11083,4380604432228022911,Chrome
11084,4970688835008557253,Chrome
11085,6626814123199529467,Chrome
11086,91857378095837394,Chrome
11087,9375239647655573122,Chrome
11088,2276649519787189472,Opera
11089,274498891133681579,Chrome
11090,123993484730528346,Chrome
11091,6403591784434905219,Chrome
11092,8104656573069372226,Safari (in-app)
11093,869915324648024525,Safari
11094,4444855501447859155,Safari
11095,9306016076648150917,Safari
11096,1549537478427393461,Chrome
11097,394499998059273465,Safari
11098,8866807861305588892,Safari
11099,1182209275199386085,Chrome
11100,4773467573706956038,Safari
11101,4364746115664253136,Chrome
11102,4142660783721547648,Safari
11103,3559486627918135600,Safari
11104,189851451267100437,Chrome
11105,2771214179686713104,Chrome
11106,332568094326918103,Safari
11107,9347469497213882412,Chrome
11108,9374367289997455087,Chrome
11109,4315156979253735398,Chrome
11110,210616054914513519,Chrome
11111,388053058480895817,Safari
11112,1823362738535069733,Safari
11113,8390195791279166096,Chrome
11114,6518594416270913354,Safari
11115,2016141436790088721,Chrome
11116,9929326645400109701,Safari
11117,8751978043694103193,Chrome
11118,8704471832590507027,Safari
11119,6039796248045606909,Safari
11120,7747727100782513004,Safari
11121,355580464502980325,Safari
11122,573039864233578631,Safari
11123,2256887948980203168,Chrome
11124,1645016357022523066,Chrome
11125,6709992439938558114,Safari
11126,2627662655537754870,Chrome
11127,9184093837003402984,Safari
11128,4372137864706803312,Safari
11129,1358055944184954719,Safari
11130,9679060268658125935,Safari
11131,8981689358459463226,Safari
11132,8989740589189290378,Safari
11133,5153303482921965838,Chrome
11134,918706064089295395,Safari
11135,438360075038587622,Safari
11136,5366856860763028315,Safari
11137,9172305154274585140,Safari
11138,1626069262112370419,Safari
11139,2797563055556244616,Safari
11140,8967931764262894869,Chrome
11141,2993934593966646101,Chrome
11142,3785779961259271781,Chrome
11143,2183055751027321139,Chrome
11144,8698964016703023714,Safari
11145,7846035990045542561,Chrome
11146,2973366001751011315,Safari
11147,1378739334886107466,Safari
11148,6487127762791871885,Chrome
11149,3595282987496827384,Safari
11150,9194147359170837949,Chrome
11151,785704262635931298,Safari
11152,7970544193839938615,Safari
11153,67446051768480728,Safari
11154,1852284849272829828,Safari
11155,4139119169326241824,Safari
11156,7234992394530567016,Chrome
11157,795973940766992266,Safari
11158,7540362226436712358,Safari
11159,6861274198827306319,Safari
11160,5129488607772952970,Chrome
11161,5463569649297159735,Safari
11162,1926503673446488960,Safari
11163,2988295861945231918,Safari
11164,9629837967515040036,Safari
11165,6069043751673449482,Chrome
11166,7739454590182820206,Safari
11167,8964689726781482924,Chrome
11168,2553022852073744854,Chrome
11169,8296848634935121729,Safari
11170,623020439639703801,Safari
11171,6192079470965883643,Chrome
11172,3688286061697514183,Safari
11173,406317718453877140,Safari
11174,4171072574896640155,Chrome
11175,1104250444248295924,Safari
11176,9327523505750425375,Chrome
11177,7225526349897509594,Safari
11178,780262745853966970,Safari
11179,424413575640826754,Chrome
11180,7924068334512055144,Safari
11181,594718204692986877,Chrome
11182,8988247418409918063,Safari
11183,6676858268194058142,Safari
11184,4756322237097869717,Safari
11185,1473784502877143671,Chrome
11186,1543167134602994771,Chrome
11187,9350563577782924204,Safari
11188,7941116758242871763,Chrome
11189,4965379561558958681,Chrome
11190,7679857915970084139,Safari
11191,936957123050269555,Chrome
11192,9317052430925630959,Chrome
11193,6753674614442595861,Safari
11194,931629379569270954,Chrome
11195,1304666906130535845,Chrome
11196,7388506481450869576,Safari
11197,2365372683187536706,Safari
11198,5023979221022598636,Chrome
11199,1551338210521028855,Chrome
11200,428382844073759853,Safari
11201,2505044185340925312,Chrome
11202,374009144352790396,Chrome
11203,341000454814001313,Safari
11204,7622554337506916209,Chrome
11205,7305821812768535915,Chrome
11206,6647412882824856033,Chrome
11207,1868269116220309913,Safari
11208,5449187663725036154,Safari
11209,9915793964927989190,Safari
11210,1221442706012010875,Chrome
11211,2811505767552797669,Chrome
11212,9061958292377821479,Chrome
11213,8250504547935029060,Safari
11214,2104110662649407253,Safari
11215,4346611993224668025,Safari
11216,3721116946247054679,Chrome
11217,3885763155928415707,Safari
11218,9693567898567967978,Chrome
11219,9114979938717816749,YaBrowser
11220,9399055900341578041,Chrome
11221,3004389354900303587,Chrome
11222,1113390607806940902,Safari
11223,6567019827844458794,Chrome
11224,9938585877083134300,Chrome
11225,5856334816325712576,Safari
11226,436745746809760739,Chrome
11227,2258754672035316033,Safari
11228,1753224831943892012,Chrome
11229,412696549320512556,Safari
11230,7037531434829251078,Safari
11231,572732500374902420,Chrome
11232,9838415279148082023,Edge
11233,5109355064141012381,Chrome
11234,952452257791746455,Opera Mini
11235,3525084625744348061,Safari
11236,1182419425244144432,Chrome
11237,434836897557827919,Safari
11238,4681476169764918364,Safari
11239,3806687675559601071,Chrome
11240,55526828690691370,Safari
11241,6107824978129093706,Chrome
11242,5063938012272143874,Safari
11243,523748303582633675,Chrome
11244,5543687242072836226,Safari
11245,129115663283818307,Chrome
11246,8166096972196961242,Safari
11247,2543252520681624501,Chrome
11248,3406272108451391215,Safari
11249,5722926317865886624,Chrome
11250,8816265427227406492,Safari
11251,5913561264915079288,Chrome
11252,6099018203657040611,Safari
11253,607616019470995575,Chrome
11254,4365176156929608410,Chrome
11255,4027420184740699583,Chrome
11256,3772557489704806946,Chrome
11257,3393654767472763346,Safari
11258,9631276289364313907,Safari
11259,524924417734660900,Safari
11260,6520913610190220247,Safari
11261,4858132078699660415,Chrome
11262,2415308305436996571,Safari
11263,8628204493456729411,Safari
11264,90135591689786089,Safari
11265,1394646539058944258,Chrome
11266,3564942017130737625,YaBrowser
11267,4302046836337831155,Safari
11268,4205655118116600026,Chrome
11269,2027852706781494034,Chrome
11270,1198258688832826880,Chrome
11271,4687676337668518441,Safari
11272,9964311752587998403,Safari
11273,8917663141149350528,Safari
11274,8344697629470710118,Safari
11275,8625170875174140413,Chrome
11276,8029291664291038789,Safari
11277,6182402023460060594,Safari
11278,2387315903652252964,Chrome
11279,6130538839138428522,Chrome
11280,68104907608072006,Safari
11281,9318439581174136572,Safari
11282,3441944079621208961,Safari
11283,906197856428863305,Safari
11284,2736640978019334843,Chrome
11285,2769327517858405766,Safari
11286,1712204573445202879,Safari
11287,9399224420184893782,Safari
11288,326427690290371239,Safari
11289,6455159179230606,Chrome
11290,8645635566260093406,Chrome
11291,3075869786798665532,Safari
11292,8106168371527473101,Safari
11293,476858483970958053,Safari
11294,43452414967025684,Safari
11295,9798914550004381064,Chrome
11296,5809133413892577157,Safari
11297,1367723459849661534,Safari
11298,1662929622249652053,Chrome
11299,8240359900880434951,Chrome
11300,6807639450923717917,Chrome
11301,3810963621976440554,Safari (in-app)
11302,873563786946245890,Chrome
11303,782774939696081556,Chrome
11304,2216741440619507409,Safari
11305,2385791518849446138,Chrome
11306,869114830112662030,Safari
11307,3129793483247021833,Chrome
11308,9310156781519165882,Safari
11309,2341330111658837269,Safari
11310,2240862862032645457,Safari
11311,1490050178257072627,Chrome
11312,2523621958979110539,Chrome
11313,4616619652089619825,Chrome
11314,6114536815257869234,Safari
11315,7904454194514882210,Safari
11316,5278634580480274944,Chrome
11317,6628238132890344402,Safari
11318,2759645149949185097,Chrome
11319,4018053304389613816,Safari
11320,6765047359624829990,Chrome
11321,4999480724702723810,Chrome
11322,7941552531063794423,Safari
11323,3919575360039739775,Safari
11324,1440038223093823055,Chrome
11325,6190653265503164468,Safari
11326,928891253111749023,Safari
11327,272732539422305346,Safari
11328,3604698039049062501,Safari
11329,5047485922054433507,Chrome
11330,4773669752117494394,Chrome
11331,494513798512033314,Chrome
11332,89273735131744102,Safari
11333,4267704803628751793,Chrome
11334,6054753438581023299,Chrome
11335,3624226812857026197,Chrome
11336,7965979420812981463,Safari
11337,6091101382926649937,Chrome
11338,2721104288930690261,Safari
11339,5779094008840380255,Safari
11340,6107051565409397349,Chrome
11341,2159406526001289526,Safari
11342,5744091677932196245,Chrome
11343,7625881685519233067,Chrome
11344,2253738309832795401,Chrome
11345,3368847408943068874,Chrome
11346,1810807616585026100,Safari
11347,7212597576809469933,Chrome
11348,10139630127279334,Chrome
11349,4913190787477626935,Chrome
11350,2246585568406310337,Safari
11351,7085038640604314051,Safari
11352,8305889884599481876,Safari
11353,5522991313549568951,Safari
11354,5877636033974333895,Safari
11355,912614123238946001,Safari
11356,7889980147907896484,Safari
11357,5274290057965411478,Safari
11358,7480173553880211284,Chrome
11359,4502061867663815163,Safari
11360,4344684088631475915,Safari
11361,792502464856555276,Safari
11362,2077662409386320983,Safari
11363,8579655042658442277,Safari
11364,3348809507911914614,Safari
11365,2590627561223328251,Chrome
11366,4415507647603884021,Safari
11367,7906315072032994763,Safari
11368,576406943904045787,Chrome
11369,774300383357241082,Safari
11370,321351406918020803,Opera
11371,9662829857140654943,Chrome
11372,4831171947513581101,Chrome
11373,7777365224423079927,Safari
11374,5050484351768901618,Safari
11375,187509426097362953,Safari
11376,8363155225301938370,Safari
11377,9823111606194275539,Safari
11378,6082833613627711223,Safari
11379,4314048686501863560,Safari
11380,7986160250821251321,Chrome
11381,8079473242164952305,Chrome
11382,1387649524781428725,Chrome
11383,779503064059581961,Chrome
11384,8685007808766032531,Safari
11385,5570620446363905604,YaBrowser
11386,7428843030428095596,Safari
11387,6754120495205823715,Chrome
11388,9591761838760478495,Chrome
11389,3973166626225280862,Safari
11390,255088993317829559,Safari
11391,4544221820507672787,Chrome
11392,3758275138958667443,Chrome
11393,2154488741924532616,Safari
11394,661919026186815140,Safari
11395,537578264857763278,Safari
11396,310584881835870609,Safari
11397,3972421667493529391,Safari
11398,886175507863644413,Chrome
11399,9318591659723579627,Safari
11400,9667710900307850324,Safari
11401,9005789543831877385,Chrome
11402,422912585251509128,Safari
11403,6395176517060238548,Safari
11404,1361536290152920703,Safari
11405,1247768260805662322,Chrome
11406,1700302788000537210,Safari
11407,630511849218124978,Safari
11408,4079718422758325533,Safari
11409,1115322477389978056,Safari
11410,9343435824038272355,Safari
11411,403992831665041989,Chrome
11412,8595456753927951082,Chrome
11413,9365987760202436358,Edge
11414,9735246754255033415,Safari
11415,8104022016574743988,Safari
11416,1718536346334042160,Chrome
11417,1104391542694692682,Safari
11418,958611329065559013,Safari
11419,24627071474292013,Safari
11420,2591610515138502568,Chrome
11421,412329046353818133,Safari
11422,2295658258210552575,Safari
11423,7316244895708707199,Chrome
11424,6669926904900783767,Safari
11425,9227968371523575057,Chrome
11426,3913511402067011561,Chrome
11427,2773149929320288597,Safari
11428,7787332097612486981,Safari
11429,2683181085471653085,Safari
11430,840656999328603974,Opera
11431,2134982032419019585,Chrome
11432,6949043466641302880,Chrome
11433,930287801885022932,Safari
11434,810052403381359559,Safari
11435,5531782361293398537,Chrome
11436,2185182542961815629,Chrome
11437,3293058151508629630,Chrome
11438,5211575046689144972,Chrome
11439,4198654293439078983,Safari
11440,9483412150092659530,Chrome
11441,9349350303811366339,Safari
11442,3610847478198288076,Safari
11443,3689962633612765102,Safari
11444,9572521343842646546,Safari
11445,8008199291946253422,Safari
11446,1368425886727322530,Chrome
11447,3060142248185795076,Safari
11448,2138622517015419215,Safari
11449,2692235633875318922,Safari
11450,744094272889065022,Chrome
11451,9196122859029058519,Safari
11452,6624676617235743039,Chrome
11453,55094626312368917,Safari
11454,962298421289162655,Chrome
11455,3138000066501613628,Safari
11456,6516703035800219332,Safari
11457,7835392795878549977,Safari
11458,9730480035635727791,Safari
11459,8416288588798198401,Safari
11460,9654587083730863352,Safari
11461,7666383353448525241,Chrome
11462,6486831606180702236,Chrome
11463,9468170062951081370,Chrome
11464,7340789949748296846,Safari
11465,9071320240869033144,Safari
11466,9985454243171270955,Chrome
11467,6321709135837828465,Safari
11468,6890187509570834948,Chrome
11469,1277953485078971674,Safari
11470,8297944894579409831,Safari
11471,7869079187630429058,Safari
11472,8533976439732311253,Safari
11473,9448776581869656770,Safari
11474,5867472431979412802,Safari
11475,970858079807843097,Safari
11476,70638301785475535,Chrome
11477,5390455105012507258,Chrome
11478,355902161189093888,Chrome
11479,8936132041731313037,Safari
11480,4198409488259578518,Safari
11481,6887573103226526268,Safari
11482,7500575691927295626,Chrome
11483,740773816112097847,Safari
11484,6572780358966361564,Safari
11485,577693353891618774,Safari
11486,4517608085126459822,Safari
11487,2763084134963902636,Chrome
11488,133317150908706402,Chrome
11489,3793836584464334840,Opera
11490,102314911856293361,Safari
11491,2279890553631942117,Chrome
11492,1224116099836710560,Safari
11493,5495291339830821428,Safari
11494,4828562707739592084,Safari
11495,82333055965806709,Safari
11496,2700886302079537211,Safari
11497,5780766112829015148,Chrome
11498,2647531421007348867,Safari
11499,1933940835844299681,Safari
11500,1150728845942956947,Safari
11501,2837300772457554327,Edge
11502,212303367326811871,Opera
11503,7396292815181097469,Chrome
11504,533165617294787630,Chrome
11505,8643368898391420100,Chrome
11506,4958149919751537070,Chrome
11507,9121496609454599084,Safari
11508,4621819840616683181,Chrome
11509,7845345982475535932,Chrome
11510,7557026838818273748,Chrome
11511,9479410987723155340,Chrome
11512,2877766735212506924,Safari
11513,4974486954807721405,Safari
11514,4821930032064613358,Safari
11515,7627830318268832479,Safari
11516,6815095743184364192,Edge
11517,1911168280117485051,Safari
11518,8283911113703760242,Safari
11519,8101394852725622266,Chrome
11520,6270449043077251593,Chrome
11521,529092037102762079,Safari
11522,7108597906949246828,Safari
11523,402109593137834669,Chrome
11524,3772092822366026734,Safari
11525,6449272843349274321,Safari
11526,3740220468671441583,Safari
11527,2723916933695515329,Safari
11528,2690010912126888159,Safari
11529,7486052980662133706,Safari
11530,8271097515065179585,Chrome
11531,7948643274663322042,Safari
11532,8549737083306436633,Safari
11533,9235227959159733643,Chrome
11534,1805177550081188380,Chrome
11535,4540585308232530947,Safari
11536,561250384778684185,Chrome
11537,875810153897059663,Chrome
11538,6056796952490095654,Chrome
11539,501868193385334141,Safari
11540,723033011814760963,Safari
11541,4813216064371563988,Safari
11542,266431591826042297,Chrome
11543,1092525992842698698,Opera Mini
11544,9120405343926986872,Chrome
11545,7919599709128388565,Chrome
11546,696748241294681886,Safari
11547,1572452251029716581,Safari
11548,239218393290226695,Safari
11549,1307961490972998706,Chrome
11550,5287129959151203460,Safari
11551,1314851675110472923,Safari
11552,6764423150700766743,Safari
11553,7519976430550003675,Safari
11554,2775044716402420233,Chrome
11555,3148439996942474637,Safari
11556,821495237629192668,Chrome
11557,1997139751814750517,Chrome
11558,5487722865722888979,Safari
11559,1832163273276869114,Chrome
11560,6568380967988076433,Safari
11561,3440214858602819030,Safari
11562,2327887770037816607,Chrome
11563,6553906405301065788,Safari
11564,691767596531265382,Safari
11565,6331321631130942512,Chrome
11566,8430752541706679527,Chrome
11567,6062952588321731030,Safari
11568,2798139339642573339,Chrome
11569,7520584456474997880,Chrome
11570,43591981076623940,Safari
11571,4529546353903899241,Safari
11572,3534540289868237431,Safari
11573,3884452505724603221,Safari
11574,9802872973129227573,Chrome
11575,93176858193517177,Safari
11576,2187989966470795824,Safari
11577,6022364988724232928,Safari
11578,5241281280832598177,Internet Explorer
11579,375209455985724758,Edge
11580,4711046151947839547,Safari
11581,920398976357469384,Safari
11582,1121576731994650571,Safari
11583,7696023786467695583,Internet Explorer
11584,9440494069827009622,Chrome
11585,5931554937081138525,Safari
11586,4056403663633528360,Safari
11587,1798967014173597801,Safari
11588,6875658445217394225,Safari
11589,8946935157380631529,Chrome
11590,4878403508985967692,Opera
11591,7045777456705244556,Chrome
11592,8762938653876179303,Chrome
11593,9986804114601043349,Chrome
11594,197824820501970523,Safari
11595,3012117096340218083,Chrome
11596,1443338099324191004,Internet Explorer
11597,3763779578478918446,Safari
11598,948765150470981999,Opera
11599,1920983307482501624,Chrome
11600,1836965606630828375,Chrome
11601,8336001973329419859,Safari
11602,6694076895538931926,Safari
11603,5638473316300603979,Safari
11604,2804614594089864333,Edge
11605,1444029447503633850,Safari
11606,5280327821045281651,Safari
11607,8739848948325277111,Safari
11608,5402887585091021787,Safari
11609,3876139561792371146,Safari
11610,242361387613622452,Chrome
11611,867003167669852125,Opera
11612,6406709820682580974,Safari
11613,5010814295698078224,Chrome
11614,3511114910254067178,Safari
11615,2357098813196329312,Safari
11616,669413352390957836,Chrome
11617,3655226264039614468,Internet Explorer
11618,7894337316913132457,Opera
11619,7922087435089549323,Chrome
11620,577904496892559012,Opera
11621,9274663964735674001,Edge
11622,1306201630862929766,Chrome
11623,6053423360442413827,Chrome
11624,1433021571011282491,Safari
11625,4379585276039349654,Safari
11626,1278012564818026841,Safari
11627,5331566534456071495,Chrome
11628,708847233774634684,Chrome
11629,4723839578308279811,Safari
11630,5813866403026188631,Safari
11631,4248824595425766893,Safari
11632,7319486960812334196,Chrome
11633,5192659325897889202,Chrome
11634,1065979828675523093,Safari
11635,8568426834553634699,Safari
11636,9348346604523556636,Safari
11637,6574746410904839406,Chrome
11638,1545192898129046310,Safari
11639,7594170590805903428,Chrome
11640,976207870541936097,Internet Explorer
11641,3406805270627340633,Safari
11642,4448123730606406006,Chrome
11643,7651255385853273392,Internet Explorer
11644,2662436881214362471,Chrome
11645,5271903220652561771,Chrome
11646,3770949523045734108,Firefox
11647,326889554416459280,UC Browser
11648,1050236835752279325,Chrome
11649,1783021012870217459,Safari
11650,9387455032619659136,Safari
11651,7959270964953560773,Chrome
11652,9112500721187900666,Chrome
11653,4858004896551167576,Safari
11654,803608995632753156,Safari
11655,4598034174173737742,Safari (in-app)
11656,6909705038074032083,Chrome
11657,34457936920496849,Safari
11658,1422139161437042685,Firefox
11659,6110791710039068492,Firefox
11660,5265853193276569658,Chrome
11661,4809590614253098300,Firefox
11662,9962933432406157848,Chrome
11663,1239390665624983363,Chrome
11664,5005963370422211199,Chrome
11665,2705928129165938428,Chrome
11666,5368179175259561987,Chrome
11667,3958676463250590279,Firefox
11668,4168034924661306651,Chrome
11669,1232483858318697652,Chrome
11670,290264002155001069,Chrome
11671,6054887714101087139,Internet Explorer
11672,8851904016479528840,Safari
11673,1232483858318697652,Chrome
11674,1041113256987714641,Safari
11675,6286327074127922895,Chrome
11676,5060839552694000403,Chrome
11677,8643368898391420100,Chrome
11678,721177342264481515,Chrome
11679,9196068976154875613,Opera Mini
11680,3113808152665331872,Chrome
11681,52660675595551053,Chrome
11682,8173094955002619383,Safari
11683,8405780011319258733,Chrome
11684,6790807588148243114,Chrome
11685,92769348348720912,Opera Mini
11686,8123780433193850943,Chrome
11687,78649683936614892,Opera
11688,6927946785512660793,Chrome
11689,7583470602408018977,Chrome
11690,742031155060906626,Safari
11691,1702105728085587799,Chrome
11692,4233430250691927377,Chrome
11693,3422377273840933775,Chrome
11694,4784063186858905342,Chrome
11695,1145529979608785785,Chrome
11696,492534946980023892,Chrome
11697,1818374044280254935,Chrome
11698,8104656573069372226,Safari (in-app)
11699,4372979739916927154,Chrome
11700,8720811904891328390,Chrome
11701,270832659599010298,Chrome
11702,6790364035386508519,Chrome
11703,1441061100372918658,Chrome
11704,668801434504435778,Chrome
11705,1873829364306254384,Chrome
11706,9045648755124117813,Firefox
11707,5604492161936602744,Chrome
11708,1071966603614765664,Chrome
11709,6642990583110291089,Chrome
11710,1646540806179231265,Chrome
11711,1962499109023316445,Firefox
11712,395052299787613212,Chrome
11713,9594636925333931221,Chrome
11714,7192637229078733901,Chrome
11715,4303551369377549219,Chrome
11716,7685609824253689883,Chrome
11717,8808934030684566553,Safari
11718,3662160543010026358,Chrome
11719,1597720636343437543,Chrome
11720,130790285459199443,Firefox
11721,6568373854298440010,Safari
11722,4704557220730167616,Chrome
11723,415301155227454087,Chrome
11724,9964929867769127125,Chrome
11725,2103825737698557087,Safari
11726,6027765302039223611,Chrome
11727,4041999769768168529,Chrome
11728,4985027485486368880,Internet Explorer
11729,7863127587770482557,Chrome
11730,4967623348715696300,Chrome
11731,8451207194033042393,Firefox
11732,508073805443581024,Chrome
11733,5697967990103297644,Safari
11734,4450001184837804564,Safari
11735,3175984306472338017,Chrome
11736,2083090697357462578,Internet Explorer
11737,784987948726051928,Chrome
11738,1685028980756903817,Chrome
11739,867443094429156382,Chrome
11740,391014558413275255,Chrome
11741,4481294161107513757,Chrome
11742,886633959724877069,Edge
11743,1219768221285444521,Safari
11744,7280103530413281106,Chrome
11745,1573392484778372194,Chrome
11746,799480069513684495,Chrome
11747,8504511566218145671,Firefox
11748,955835360680129765,Chrome
11749,6555554991140041808,Chrome
11750,8205810593705849887,Chrome
11751,95379009593577975,Chrome
11752,4520591759082307944,Chrome
11753,8410099836007344270,Safari
11754,2877833606297254717,Chrome
11755,8371003786675712300,Chrome
11756,3824991210489720989,Chrome
11757,4711323629421532537,Safari
11758,6901164207084786396,Chrome
11759,6290771340314885888,Chrome
11760,75633551356450455,Chrome
11761,5955562230244998053,Safari
11762,9941225507300663888,Chrome
11763,4752256793773907946,Chrome
11764,2934971109257877770,Chrome
11765,3484986064576767240,Chrome
11766,4016145422312230707,Chrome
11767,5591116076036907292,Chrome
11768,9810673621640078381,Chrome
11769,3441447861133980759,Chrome
11770,9826643310853158211,Safari
11771,5778442014944131142,Safari
11772,2190673305264514548,Chrome
11773,2058921204123299182,Opera
11774,1639700353833767741,Chrome
11775,2757589047480949146,Chrome
11776,1930248626697555757,Chrome
11777,8667351824631864752,Chrome
11778,963210192188002610,Chrome
11779,2648189176235529973,Chrome
11780,236247928877082270,Safari
11781,3936395014315128395,Chrome
11782,2892988069682004685,Chrome
11783,4776553696189911029,Chrome
11784,4531911906361942299,Chrome
11785,4921199720152252020,Chrome
11786,307556418998859,Chrome
11787,2892988069682004685,Chrome
11788,1610831064119256180,Chrome
11789,5678408883808980366,Chrome
11790,6888148250331595608,Chrome
11791,8626732467796518993,Opera
11792,9841566363623635057,Chrome
11793,115280772642394412,Chrome
11794,617651916987073300,Chrome
11795,4159092964743572577,Chrome
11796,3151638376731248849,Chrome
11797,8795796669571624371,Chrome
11798,4456726519171395988,Firefox
11799,4430866426651718972,UC Browser
11800,9210385791369060772,Chrome
11801,7595424364984508240,Internet Explorer
11802,657742528949056323,Chrome
11803,6790364035386508519,Chrome
11804,251730190100254591,Chrome
11805,1717413739030274700,Chrome
11806,8511350970349671383,Chrome
11807,5011413340007878186,Chrome
11808,9959332335537671624,Chrome
11809,1116667301711590763,Chrome
11810,7287618730362654252,Android Browser
11811,396398093430187995,Chrome
11812,2352303406860659609,Chrome
11813,3089207733534547863,Chrome
11814,6116281161193498643,Chrome
11815,640074907487620908,Chrome
11816,2683465101413755326,Chrome
11817,5829685234947328753,Chrome
11818,3693723461954271065,Chrome
11819,5225437748516667436,Chrome
11820,3576282347672704831,Chrome
11821,5145121861249971589,Chrome
11822,9195711707085178478,Chrome
11823,6599876738461520306,Chrome
11824,134301935092058042,Chrome
11825,2264870986618786724,Chrome
11826,4699057536462108440,Chrome
11827,9499287475247369853,Chrome
11828,5369077370539486838,Chrome
11829,9567450133753060548,Firefox
11830,632932507169280797,Chrome
11831,260359766555380644,Chrome
11832,8004453787144590423,Chrome
11833,5119288824737738910,Chrome
11834,3204670238932277681,Chrome
11835,8776834150111549710,Chrome
11836,7024816993976172204,Chrome
11837,2559312264366278499,Safari
11838,6272444367206596073,Chrome
11839,7870603914620812967,Firefox
11840,8937455227777936186,Chrome
11841,4396781154825051997,Chrome
11842,6469445635757729902,Chrome
11843,481318959886679071,Safari
11844,7377291285446445415,Chrome
11845,9082774358954677455,Safari
11846,5091072395831523190,Chrome
11847,1646159337772218175,Firefox
11848,4794615666761730262,Safari
11849,6923903674731721022,Chrome
11850,9292327473106748702,Chrome
11851,811748457882070725,Chrome
11852,9292327473106748702,Chrome
11853,4343704249635366551,Chrome
11854,7885753771738432753,Chrome
11855,6916884891141508474,Chrome
11856,249278278813166735,Chrome
11857,8186102340366002981,Internet Explorer
11858,5427604362580035945,Chrome
11859,7424104367194959174,Chrome
11860,5202761488487210044,Chrome
11861,8913710873107526954,Safari
11862,4811813938303814942,Chrome
11863,289770452882451363,Chrome
11864,2984245276703474730,Chrome
11865,6992275224164875925,Chrome
11866,8504511566218145671,Firefox
11867,8279889649023375726,Safari
11868,488311761433147604,Chrome
11869,6727032306572618556,Chrome
11870,5439184831091452425,Chrome
11871,6707898318941641820,BlackBerry
11872,6514970485029095158,Chrome
11873,4052816472022833352,Chrome
11874,6766123787051800702,Chrome
11875,1463518568956372972,Chrome
11876,1088413380933239012,Chrome
11877,911408942782839094,Chrome
11878,8095098373921956412,Opera Mini
11879,4840268705734266782,Chrome
11880,6447606107635436381,Chrome
11881,5346717755638246383,Firefox
11882,6588677588058657262,Chrome
11883,2901236045651343738,Chrome
11884,7800656141211784407,Chrome
11885,8557799076392812768,Chrome
11886,1873829364306254384,Chrome
11887,6416990411545001239,Chrome
11888,6241124824719804906,Chrome
11889,9734154993584822773,Chrome
11890,7830338603094344574,Chrome
11891,8386278329057897828,Chrome
11892,6367926526662341163,Chrome
11893,3266153795119662476,Safari
11894,6002239302835670019,Chrome
11895,642594102915256286,Chrome
11896,1876771581656402799,Chrome
11897,4043450620706241032,Safari
11898,754751543692535191,Chrome
11899,1978262276410347904,Chrome
11900,8839558276048963531,Internet Explorer
11901,7217847128846840846,Chrome
11902,8139895705250055183,Safari
11903,667417537479968109,Chrome
11904,957757423719866739,Chrome
11905,2709283789710811400,Chrome
11906,5351077128567925341,Chrome
11907,902636123333929562,Chrome
11908,6775370349767716735,Chrome
11909,76654165967685525,Chrome
11910,9712998301254619641,Chrome
11911,942674072641703616,Safari
11912,4768364328662639897,Chrome
11913,3469255033821067009,Internet Explorer
11914,5391451579730295996,Chrome
11915,2737044823405545989,Safari
11916,4479265714610081815,Chrome
11917,4557643196362453411,Chrome
11918,3659895530013538505,Safari
11919,6637329643474772649,Chrome
11920,8616445209246504,Chrome
11921,470959683339406920,Safari
11922,717195441230122154,Chrome
11923,1661592160810130246,Chrome
11924,3526520918912407563,Firefox
11925,2706178538118863147,Chrome
11926,4285350670771354232,Chrome
11927,8502737999003219311,Chrome
11928,4742458526139897530,Chrome
11929,4283157195505998761,Chrome
11930,4496672591586056522,Chrome
11931,2868400097880483033,Chrome
11932,842295416221672492,Chrome
11933,9388433193985514999,Chrome
11934,9847901781814256694,Chrome
11935,4717709425015817069,Safari
11936,5894349342262462112,Chrome
11937,3477688880253282453,Safari
11938,6607759106249674458,Chrome
11939,4482067804570921480,Safari
11940,3705185498438264616,Safari
11941,2226479931591940576,Safari
11942,4126502499350850408,Chrome
11943,222443259492430061,Chrome
11944,5675431656558907625,Chrome
11945,1817509075644047374,Chrome
11946,4579084098664024705,Safari
11947,4268078409500396625,Firefox
11948,8139139302499251428,Chrome
11949,601398142583476719,Firefox
11950,851332471935947344,Chrome
11951,859797389336716564,Safari
11952,2163843751164520926,Chrome
11953,3611510042841805449,Chrome
11954,2334761378239705009,Chrome
11955,1708214865112487296,Safari
11956,9972322964450031871,Chrome
11957,9471793576353649614,Chrome
11958,81119838954067236,Chrome
11959,3855510137353898089,Safari
11960,246953897736298188,Chrome
11961,1480265937807936510,Chrome
11962,1307280562968239894,Chrome
11963,131216420643171039,Chrome
11964,2232211991833979116,Safari
11965,7114234482767903800,Chrome
11966,2184361410216030939,Chrome
11967,3971296797513491797,Chrome
11968,262518622936173369,Chrome
11969,1018589155335150980,Chrome
11970,1417149866781249313,Safari
11971,6124751296381825170,Chrome
11972,6168271141993876979,Chrome
11973,2775409087909463043,Chrome
11974,4423392823711521995,Chrome
